work_year,job_title,role_category,experience_level,experience_order,employment_type,work_setting,is_remote,company_size,company_location,employee_residence,salary_in_usd,salary_in_inr,salary_band,is_recent,is_salary_outlier,region
2023,Data Analyst,Data Analyst,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,75000,6225000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,300000,24900000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,234000,19422000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,140000,11620000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,120000,9960000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,204500,16973500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,142200,11802600,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,155000,12865000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,110000,9130000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,266500,22119500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,152000,12616000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Mid-level,2,Full-time,In-person,On-site/Hybrid,Large,United States,United States,222200,18442600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Applied Scientist,Other Data Role,Mid-level,2,Full-time,In-person,On-site/Hybrid,Large,United States,United States,136000,11288000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,273400,22692200,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,182200,15122600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,BI Developer,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,167500,13902500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,BI Developer,BI Developer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,106500,8839500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,185900,15429700,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,129300,10731900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Business Intelligence Engineer,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Large,United States,United States,185000,15355000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Business Intelligence Engineer,BI Developer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Large,United States,United States,79600,6606800,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,122000,10126000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,94500,7843500,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,247300,20525900,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,139700,11595100,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,176000,14608000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,100000,8300000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,204500,16973500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,142200,11802600,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Large,United States,United States,247600,20550800,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Large,United States,United States,127300,10565900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,223400,18542200,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,186200,15454600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,167500,13902500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,106500,8839500,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,185900,15429700,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,129300,10731900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Analyst,Other Data Role,Entry-level,1,Full-time,Remote,Remote,Medium,United States,United States,72000,5976000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Research Analyst,Other Data Role,Entry-level,1,Full-time,Remote,Remote,Medium,United States,United States,64000,5312000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,179820,14925060,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,143860,11940380,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,283050,23493150,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,188700,15662100,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,133000,11039000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,58400,4847200,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Research Engineer,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,141298,11727734,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Engineer,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,115607,9595381,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,100000,8300000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,266500,22119500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,Canada,Canada,144400,11985200,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,71363,5923129,3. Mid ($60K-$100K),Recent (2023-24),False,Europe
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,55368,4595544,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,287500,23862500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,156000,12948000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,90000,7470000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,70000,5810000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,199000,16517000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,162000,13446000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,170884,14183372,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,113923,9455609,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,184000,15272000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,123000,10209000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,235750,19567250,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,174250,14462750,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,165000,13695000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Mid-level,2,Full-time,Remote,Remote,Medium,United States,United States,118800,9860400,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,225000,18675000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,213900,17753700,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,116800,9694400,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,220000,18260000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,100000,8300000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,247500,20542500,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,172200,14292600,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,155000,12865000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,120000,9960000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,226700,18816100,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,133300,11063900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,184000,15272000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,123000,10209000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,130000,10790000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,117000,9711000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Science Engineer,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,160000,13280000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Science Engineer,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,140000,11620000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,166000,13778000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,73000,6059000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,185900,15429700,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,129300,10731900,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,130000,10790000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,104000,8632000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,143000,11869000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,116000,9628000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,220000,18260000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Research Scientist,Research Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,180000,14940000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,215000,17845000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,200000,16600000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,253000,20999000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,131000,10873000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,220000,18260000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,176000,14608000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Quality Analyst,Other Data Role,Entry-level,1,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,49216,4084928,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Data Quality Analyst,Other Data Role,Entry-level,1,Full-time,Remote,Remote,Medium,United Kingdom,United Kingdom,36912,3063696,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,210000,17430000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,147000,12201000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Product Manager,Leadership/Management,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,186000,15438000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Product Manager,Leadership/Management,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,161000,13363000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,205000,17015000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,Canada,Canada,220000,18260000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,Remote,Remote,Medium,Canada,Canada,190000,15770000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,137000,11371000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,110000,9130000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,172000,14276000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,146000,12118000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,148000,12284000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,99000,8217000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Scientist,Data Scientist,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Analyst,Data Analyst,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,105000,8715000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,99000,8217000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,52500,4357500,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Machine Learning Scientist,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,180514,14982662,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Scientist,ML Engineer,Senior,3,Full-time,Remote,Remote,Medium,United States,United States,108308,8989564,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,210000,17430000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,147000,12201000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,290300,24094900,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,196685,16324855,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Engineer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,220000,18260000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,AI Engineer,AI Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,176000,14608000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,175000,14525000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Machine Learning Engineer,ML Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,130000,10790000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Architect,Data Architect/Platform,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,185000,15355000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Architect,Data Architect/Platform,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,150000,12450000,5. Lead ($150K+),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,145000,12035000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,115000,9545000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,MLOps Engineer,ML Engineer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,133000,11039000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,MLOps Engineer,ML Engineer,Entry-level,1,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,58300,4838900,2. Junior ($30K-$60K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,115000,9545000,4. Senior ($100K-$150K),Recent (2023-24),False,Americas
2023,Analytics Engineer,Analytics Engineer,Senior,3,Full-time,In-person,On-site/Hybrid,Medium,United States,United States,95000,7885000,3. Mid ($60K-$100K),Recent (2023-24),False,Americas
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,110244,9150252,4. Senior ($100K-$150K),Recent (2023-24),False,Europe
2023,Data Engineer,Data Engineer,Mid-level,2,Full-time,In-person,On-site/Hybrid,Medium,United Kingdom,United Kingdom,39372,3267876,2. Junior ($30K-$60K),Recent (2023-24),False,Europe
